mem,nic,pr
0.226785714,0.074107143,0.1875
0.194642857,0.084821429,0.175
0.246428571,0.108035714,0.203125
0.246428571,0.084821429,0.175
0.201785714,0.080357143,0.290625
0.267857143,0.102678571,0.2875
0.283928571,0.115178571,0.178125
0.232142857,0.104464286,0.159375
0.201785714,0.097321429,0.18125
0.233928571,0.116964286,0.240625
0.260714286,0.108928571,0.25625
0.239285714,0.088392857,0.24375
0.239285714,0.096428571,0.196875
0.192857143,0.108928571,0.146875
0.2375,0.075,0.215625
0.232142857,0.094642857,0.253125
0.233928571,0.125892857,0.153125
0.198214286,0.091071429,0.390625
0.198214286,0.114285714,0.34375
0.180357143,0.103571429,0.1375
0.257142857,0.123214286,0.090625
0.25,0.124107143,0.190625
0.25,0.069642857,0.090625
0.280357143,0.109821429,0.16875
0.141071429,0.102678571,0.134375
0.257142857,0.096428571,0.15625
0.264285714,0.105357143,0.259375
0.226785714,0.108928571,0.271875
0.230357143,0.097321429,0.221875
0.25,0.078571429,0.171875
0.246428571,0.076785714,0.203125
0.228571429,0.084821429,0.20625
0.191071429,0.116071429,0.253125
0.242857143,0.11875,0.221875
0.230357143,0.06875,0.24375
0.205357143,0.090178571,0.346875
0.203571429,0.0875,0.253125
0.2625,0.113392857,0.140625
0.25,0.09375,0.1375
0.167857143,0.08125,0.253125
0.25,0.107142857,0.2625
0.241071429,0.114285714,0.178125
0.228571429,0.102678571,0.228125
0.233928571,0.095535714,0.26875
0.226785714,0.091964286,0.284375
0.226785714,0.099107143,0.259375
0.257142857,0.088392857,0.128125
0.233928571,0.096428571,0.190625
0.198214286,0.066964286,0.28125
0.266071429,0.132142857,0.290625
0.269642857,0.10625,0.23125
0.25,0.094642857,0.221875
0.239285714,0.109821429,0.2375
0.235714286,0.114285714,0.23125
0.235714286,0.100892857,0.25625
0.246428571,0.08125,0.175
0.126785714,0.102678571,0.096875
0.126785714,0.098214286,0.30625
0.258928571,0.122321429,0.24375
0.233928571,0.102678571,0.234375
0.230357143,0.101785714,0.321875
0.233928571,0.109821429,0.2375
0.233928571,0.10625,0.159375
0.217857143,0.103571429,0.20625
0.251785714,0.091071429,0.2375
0.239285714,0.117857143,0.221875
0.226785714,0.102678571,0.18125
0.183928571,0.113392857,0.315625
0.246428571,0.096428571,0.303125
0.25,0.105357143,0.225
0.266071429,0.094642857,0.196875
0.25,0.064285714,0.1125
0.128571429,0.088392857,0.096875
0.216071429,0.1125,0.115625
0.2375,0.099107143,0.296875
0.239285714,0.109821429,0.190625
0.223214286,0.101785714,0.153125
0.1875,0.104464286,0.396875
0.1875,0.086607143,0.371875
0.255357143,0.115178571,0.234375
0.223214286,0.086607143,0.221875
0.223214286,0.133035714,0.290625
0.173214286,0.110714286,0.31875
0.233928571,0.094642857,0.16875
0.233928571,0.078571429,0.103125
0.273214286,0.101785714,0.20625
0.239285714,0.113392857,0.225
0.239285714,0.092857143,0.221875
0.167857143,0.070535714,0.178125
0.2625,0.115178571,0.253125
0.2625,0.110714286,0.18125
0.216071429,0.108928571,0.25625
0.241071429,0.105357143,0.20625
0.241071429,0.111607143,0.18125
0.233928571,0.067857143,0.121875
0.171428571,0.116964286,0.16875
0.171428571,0.108928571,0.1
0.242857143,0.136607143,0.2125
0.253571429,0.107142857,0.36875
0.253571429,0.095535714,0.34375
0.2375,0.1,0.221875
0.219642857,0.103571429,0.2
0.219642857,0.096428571,0.228125
0.242857143,0.088392857,0.259375
0.183928571,0.082142857,0.190625
0.183928571,0.099107143,0.13125
0.258928571,0.113392857,0.2625
0.248214286,0.1,0.19375
0.248214286,0.102678571,0.13125
0.217857143,0.116964286,0.328125
0.25,0.120535714,0.303125
0.25,0.090178571,0.153125
0.2375,0.085714286,0.15625
0.258928571,0.096428571,0.175
0.258928571,0.123214286,0.153125
0.226785714,0.095535714,0.25
0.255357143,0.095535714,0.3125
0.255357143,0.10625,0.265625
0.176785714,0.100892857,0.13125
0.208928571,0.107142857,0.321875
0.208928571,0.075,0.36875
0.2875,0.110714286,0.18125
0.221428571,0.103571429,0.278125
0.221428571,0.129464286,0.303125
0.230357143,0.101785714,0.128125
0.221428571,0.091071429,0.1625
0.221428571,0.080357143,0.228125
0.25,0.109821429,0.171875
0.228571429,0.096428571,0.14375
0.228571429,0.088392857,0.178125
0.169642857,0.1375,0.31875
0.235714286,0.116964286,0.31875
0.235714286,0.122321429,0.371875
0.196428571,0.075892857,0.31875
0.235714286,0.119642857,0.19375
0.235714286,0.110714286,0.23125
0.107142857,0.069642857,0.171875
0.244642857,0.098214286,0.128125
0.244642857,0.097321429,0.2
0.196428571,0.108035714,0.2
0.248214286,0.123214286,0.39375
0.248214286,0.108928571,0.275
0.225,0.1125,0.259375
0.166071429,0.082142857,0.159375
0.166071429,0.1,0.271875
0.246428571,0.095535714,0.246875
0.173214286,0.092857143,0.1375
0.173214286,0.11875,0.25
0.219642857,0.075,0.2625
0.221428571,0.110714286,0.246875
0.278571429,0.104464286,0.19375
0.278571429,0.105357143,0.246875
0.244642857,0.111607143,0.284375
0.25,0.097321429,0.1375
0.257142857,0.113392857,0.15
0.298214286,0.108035714,0.415625
0.271428571,0.135714286,0.409375
0.242857143,0.110714286,0.3875
0.264285714,0.072321429,0.315625
0.258928571,0.123214286,0.321875
0.219642857,0.110714286,0.271875
0.275,0.076785714,0.259375
0.282142857,0.100892857,0.171875
0.235714286,0.113392857,0.2
0.269642857,0.099107143,0.384375
0.266071429,0.109821429,0.24375
0.25,0.122321429,0.3375
0.214285714,0.082142857,0.33125
0.278571429,0.090178571,0.159375
0.294642857,0.097321429,0.340625
0.326785714,0.099107143,0.3
0.319642857,0.116071429,0.346875
0.282142857,0.094642857,0.375
0.160714286,0.089285714,0.175
0.280357143,0.084821429,0.240625
0.296428571,0.110714286,0.265625
0.298214286,0.110714286,0.1375
0.278571429,0.097321429,0.284375
0.275,0.090178571,0.253125
0.285714286,0.116071429,0.271875
0.15,0.105357143,0.23125
0.258928571,0.123214286,0.303125
0.180357143,0.066964286,0.2875
0.2,0.073214286,0.2875
0.191071429,0.135714286,0.203125
0.264285714,0.085714286,0.303125
0.148214286,0.135714286,0.303125
0.244642857,0.104464286,0.340625
0.126785714,0.1375,0.284375
0.255357143,0.135714286,0.228125
0.2,0.075,0.30625
0.223214286,0.142857143,0.271875
0.283928571,0.104464286,0.3
0.203571429,0.06875,0.303125
0.235714286,0.130357143,0.240625
0.282142857,0.104464286,0.178125
0.144642857,0.069642857,0.325
0.225,0.125,0.321875
0.2875,0.08125,0.228125
0.316071429,0.08125,0.26875
0.253571429,0.117857143,0.19375
0.258928571,0.091964286,0.209375
0.298214286,0.091071429,0.20625
0.317857143,0.095535714,0.228125
0.266071429,0.100892857,0.23125
0.25,0.108928571,0.203125
0.296428571,0.092857143,0.234375
0.317857143,0.1,0.175
0.308928571,0.1,0.25625
0.266071429,0.104464286,0.275
0.264285714,0.100892857,0.23125
0.298214286,0.099107143,0.196875
0.310714286,0.095535714,0.2
0.283928571,0.099107143,0.184375
0.283928571,0.1,0.140625
0.273214286,0.1,0.1625
0.282142857,0.1,0.184375
0.283928571,0.099107143,0.178125
0.2875,0.099107143,0.203125
0.291071429,0.099107143,0.2625
0.276785714,0.097321429,0.278125
0.276785714,0.100892857,0.284375
0.291071429,0.101785714,0.240625
0.291071429,0.099107143,0.18125
0.283928571,0.099107143,0.178125
0.292857143,0.099107143,0.14375
0.292857143,0.099107143,0.128125
0.289285714,0.099107143,0.128125
0.289285714,0.099107143,0.121875
0.291071429,0.099107143,0.115625
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.282142857,0.099107143,0.115625
0.294642857,0.099107143,0.109375
0.294642857,0.099107143,0.146875
0.292857143,0.099107143,0.140625
0.282142857,0.099107143,0.11875
0.2875,0.099107143,0.1375
0.2875,0.099107143,0.134375
0.303571429,0.099107143,0.134375
0.282142857,0.099107143,0.128125
0.282142857,0.099107143,0.140625
0.294642857,0.098214286,0.125
0.2875,0.099107143,0.140625
0.289285714,0.099107143,0.140625
0.294642857,0.099107143,0.140625
0.294642857,0.099107143,0.140625
0.292857143,0.099107143,0.140625
0.291071429,0.099107143,0.134375
0.2875,0.099107143,0.128125
0.2875,0.099107143,0.128125
0.294642857,0.099107143,0.128125
0.298214286,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.292857143,0.099107143,0.121875
0.291071429,0.099107143,0.121875
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.134375
0.291071429,0.098214286,0.134375
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.121875
0.291071429,0.099107143,0.121875
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.134375
0.291071429,0.099107143,0.140625
0.291071429,0.099107143,0.146875
0.291071429,0.099107143,0.146875
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.159375
0.291071429,0.099107143,0.184375
0.291071429,0.099107143,0.178125
0.291071429,0.099107143,0.203125
0.291071429,0.099107143,0.2625
0.291071429,0.099107143,0.278125
0.291071429,0.099107143,0.284375
0.291071429,0.099107143,0.240625
0.291071429,0.099107143,0.18125
0.291071429,0.099107143,0.178125
0.291071429,0.1,0.153125
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.128125
0.291071429,0.099107143,0.11875
0.291071429,0.099107143,0.109375
0.291071429,0.099107143,0.115625
0.292857143,0.099107143,0.121875
0.294642857,0.099107143,0.115625
0.294642857,0.099107143,0.10625
0.294642857,0.099107143,0.14375
0.294642857,0.099107143,0.14375
0.294642857,0.099107143,0.115625
0.294642857,0.099107143,0.1375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.1375
0.294642857,0.099107143,0.125
0.294642857,0.099107143,0.140625
0.294642857,0.099107143,0.140625
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.140625
0.294642857,0.099107143,0.140625
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.128125
0.294642857,0.098214286,0.128125
0.294642857,0.098214286,0.134375
0.294642857,0.098214286,0.134375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.134375
0.294642857,0.099107143,0.128125
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.294642857,0.099107143,0.121875
0.294642857,0.098214286,0.128125
0.294642857,0.097321429,0.134375
0.294642857,0.097321429,0.140625
0.294642857,0.097321429,0.146875
0.294642857,0.097321429,0.146875
0.294642857,0.097321429,0.146875
0.294642857,0.097321429,0.146875
0.294642857,0.097321429,0.146875
0.294642857,0.097321429,0.146875
0.294642857,0.099107143,0.146875
0.294642857,0.099107143,0.146875
0.294642857,0.1,0.146875
0.294642857,0.1,0.146875
0.294642857,0.099107143,0.146875
