,z1mood,z2mood,delta,gf,gm
45,0.20083662174754074,0.14951946881897077,25.55169096255641,0.39999999999999997,0.15000000000000002
46,0.19875158536451426,0.14951978116413644,24.770521508085448,0.44999999999999996,0.15000000000000002
47,0.19648279509102487,0.149518679089233,23.9024063048547,0.49999999999999994,0.15000000000000002
48,0.19406322836298562,0.14951501726736258,22.955513762915366,0.5499999999999999,0.15000000000000002
49,0.1915421173694951,0.14950637631740968,21.945951955306107,0.6,0.15000000000000002
50,0.18898784258427587,0.14948778230462528,20.900847239438807,0.65,0.15000000000000002
51,0.1864911115109914,0.14944941631512337,19.862445397932476,0.7000000000000001,0.15000000000000002
52,0.1841680605477384,0.14937274722330907,18.89323980550363,0.7500000000000001,0.15000000000000002
53,0.18216244267254286,0.14922433652572542,18.081721821235856,0.8000000000000002,0.15000000000000002
54,0.18064515650653,0.1489463298379845,17.547565227634347,0.8500000000000002,0.15000000000000002
55,0.17980721414589143,0.14844229323728436,17.443638764770746,0.9000000000000002,0.15000000000000002
56,0.1798366023376714,0.14755731431844532,17.9492314688067,0.9500000000000003,0.15000000000000002
57,0.20861969310463985,0.14950662959750763,28.335322819922943,0.05,0.2
58,0.2078155961767886,0.14950946788176425,28.056666278994463,0.1,0.2
59,0.20686660657379968,0.14951216241937137,27.72532749695737,0.15000000000000002,0.2
60,0.20575418963283268,0.14951466010229023,27.333358135210567,0.2,0.2
61,0.20446197430966423,0.14951689660025527,26.87300555270628,0.25,0.2
62,0.20297743349228697,0.14951879118784955,26.33723433421421,0.3,0.2
63,0.20129364374594802,0.14952023543975304,25.72033937223473,0.35,0.2
64,0.19941108522797774,0.149521065029735,25.01867944864034,0.39999999999999997,0.2
65,0.19733948325666986,0.14952099039626543,24.23158917377383,0.44999999999999996,0.2
66,0.1950997433048529,0.14951943675022195,23.362566132857236,0.49999999999999994,0.2
67,0.1927260763887444,0.14951520023970094,22.42087680023307,0.5499999999999999,0.2
68,0.19026842678636208,0.14950575763943705,21.42376947947035,0.6,0.2
69,0.18779526493717322,0.14948596580170403,20.39950216438393,0.65,0.2
70,0.185396660276857,0.14944575391936962,19.39134518593867,0.7000000000000001,0.2
71,0.18318727113526254,0.14936625424245695,18.46253655246204,0.7500000000000001,0.2
72,0.18130842314727416,0.14921364205440976,17.701759540864952,0.8000000000000002,0.2
73,0.17992754982004355,0.14892973290673228,17.2279436608313,0.8500000000000002,0.2
74,0.1792311110182937,0.14841804404623965,17.191807157245727,0.9000000000000002,0.2
75,0.17940144310722056,0.14752432541728508,17.76859602566513,0.9500000000000003,0.2
76,0.20711452734583793,0.14951002299135097,27.812874882648618,0.05,0.25
77,0.2062740890743252,0.14951257765172865,27.51751888825169,0.1,0.25
78,0.20529173639532292,0.14951497659313992,27.169510464257407,0.15000000000000002,0.25
79,0.20415083859731847,0.14951716680233273,26.761424136370582,0.2,0.25
80,0.20283713900579875,0.14951908367134537,26.286140494679884,0.25,0.25
81,0.20134033230429133,0.14952064529652637,25.737360425852685,0.3,0.25
82,0.19965570860057294,0.14952173979962166,25.110210548123245,0.35,0.25
83,0.19778583314571135,0.14952219420382157,24.401969632644693,0.39999999999999997,0.25
84,0.19574227042728737,0.14952169963140824,23.612973679616506,0.44999999999999996,0.25
85,0.19354740914023105,0.14951964210940305,22.747794572092943,0.49999999999999994,0.25
86,0.19123648588881387,0.1495147447736372,21.816831093327018,0.5499999999999999,0.25
87,0.1888599161208027,0.14950435877816112,20.838491380811643,0.6,0.25
88,0.1864859886215411,0.14948314149870137,19.842159401012232,0.65,0.25
89,0.18420383220215053,0.14944073206123556,18.87208302092486,0.7000000000000001,0.25
90,0.18212629124929766,0.14935788424011848,17.992134350512423,0.7500000000000001,0.25
91,0.18039189115574936,0.1492003520196839,17.29098738098757,0.8000000000000002,0.25
92,0.17916418554372887,0.14890961224338553,16.886507316474287,0.8500000000000002,0.25
93,0.17862461692612372,0.14838918363784265,16.926800912768904,0.9000000000000002,0.25
94,0.17894933604999325,0.14748563991928015,17.582460390868984,0.9500000000000003,0.25
95,0.205327432948936,0.1495129149573453,27.18317625169526,0.05,0.3
96,0.20445710802940226,0.1495151717388822,26.87210868825311,0.1,0.3
97,0.20344937407382302,0.14951726056445078,26.508861850714077,0.15000000000000002,0.3
98,0.2022895865354152,0.1495191281611872,26.0865916422195,0.2,0.3
99,0.20096563705089837,0.14952070898971517,25.598867953805353,0.25,0.3
100,0.19946942484840632,0.14952191869533338,25.0401815671912,0.3,0.3
101,0.1977983850861988,0.14952263951881,24.406541815976222,0.35,0.3
102,0.19595705092210314,0.14952268541079755,23.696195310555158,0.39999999999999997,0.3
103,0.19395866461595976,0.14952172054537416,22.910522795447797,0.44999999999999996,0.3
104,0.19182689788983426,0.14951907931240432,22.055206565310364,0.49999999999999994,0.3
105,0.18959777901862268,0.1495133926755135,21.141801634275478,0.5499999999999999,0.3
106,0.1873219304107803,0.1495018585279732,20.189879423018457,0.6,0.3
107,0.1850671654499019,0.14947889780843754,19.22991988068147,0.65,0.3
108,0.1829213467135116,0.1494338148292345,18.30706611663247,0.7000000000000001,0.3
109,0.18099514219387786,0.1493469384417918,17.485664735788994,0.7500000000000001,0.3
110,0.17942387093822157,0.14918356665269009,16.854114297837043,0.8000000000000002,0.3
111,0.17836674809975472,0.14888483873535313,16.528814747417677,0.8500000000000002,0.3
112,0.17799967337587586,0.14835435020803706,16.654706497824733,0.9000000000000002,0.3
113,0.17849199005661257,0.1474397083056815,17.397016942374925,0.9500000000000003,0.3
114,0.2032469566115067,0.14951509173439878,26.436737736650535,0.05,0.35
115,0.20235591958710064,0.14951703340621722,26.11185592628034,0.1,0.35
116,0.20133355815661008,0.1495187936000921,25.735781471766945,0.15000000000000002,0.35
117,0.20016725790660306,0.1495203179667058,25.302309913007264,0.2,0.35
118,0.1988470537959518,0.14952153864642692,24.805756086353973,0.25,0.35
119,0.19736699418994164,0.14952236642208855,24.24145332112039,0.3,0.35
120,0.1957265547243225,0.14952267351075688,23.60634267467845,0.35,0.35
121,0.1939320862760821,0.1495222538669833,22.899682699167617,0.39999999999999997,0.35
122,0.19199831812594606,0.14952073356616627,22.123935758601576,0.44999999999999996,0.35
123,0.18994997911206882,0.14951737816948144,21.285920183614497,0.49999999999999994,0.35
124,0.18782363249095374,0.14951070126261967,20.398354946191,0.5499999999999999,0.35
125,0.18566982215276145,0.14949771265904768,19.481954080805256,0.6,0.35
126,0.18355557038601597,0.14947255224345657,18.56822872271491,0.65,0.35
127,0.18156712249582888,0.14942413805867902,17.70308632714509,0.7000000000000001,0.35
128,0.17981257541426984,0.1493323243343555,16.9511231401313,0.7500000000000001,0.35
129,0.17842359292878823,0.14916192247749008,16.400112771508287,0.8000000000000002,0.35
130,0.17755453488179884,0.14885375198616443,16.164488794803816,0.8500000000000002,0.35
131,0.17737515175078009,0.14831159654186163,16.38535889725638,0.9000000000000002,0.35
132,0.17804724220338608,0.14738437143558564,17.22176113953721,0.9500000000000003,0.35
133,0.20087755506598606,0.14951617052775235,25.568503420584776,0.05,0.39999999999999997
134,0.1999776824975135,0.14951777008156888,25.23277187021708,0.1,0.39999999999999997
135,0.19895414529336547,0.14951917085506175,24.84742118110179,0.15000000000000002,0.39999999999999997
136,0.19779636512898183,0.149520315689806,24.406944691675854,0.2,0.39999999999999997
137,0.19649647777314821,0.1495211316907833,23.906457059549506,0.25,0.39999999999999997
138,0.1950505896045147,0.14952152046955994,23.34218482869992,0.3,0.39999999999999997
139,0.1934600793189396,0.14952133741014068,22.71204584608963,0.35,0.39999999999999997
140,0.1917329360167294,0.14952034588866842,22.016347845618853,0.39999999999999997,0.39999999999999997
141,0.18988515958973357,0.1495181178670998,21.258660660923123,0.44999999999999996,0.39999999999999997
142,0.18794228749982078,0.14951382668110308,20.44694748048884,0.49999999999999994,0.39999999999999997
143,0.18594114043237908,0.14950583584815502,19.595074279688216,0.5499999999999999,0.39999999999999997
144,0.18393187695563312,0.14949092396424632,18.72484180634683,0.6,0.39999999999999997
145,0.18198038785280496,0.14946289718053568,17.868678628474562,0.65,0.39999999999999997
146,0.18017091848912,0.14941023006356519,17.073059672175876,0.7000000000000001,0.39999999999999997
147,0.17860855758972682,0.14931225242243398,16.402520440587164,0.7500000000000001,0.39999999999999997
148,0.17742080697642287,0.14913326881555594,15.94375464915229,0.8000000000000002,0.39999999999999997
149,0.1767565754759449,0.14881382389832623,15.808606555302628,0.8500000000000002,0.39999999999999997
150,0.17677874925876882,0.1482580525714121,16.133554970234627,0.9000000000000002,0.39999999999999997
151,0.17764069281789496,0.14731653962450522,17.07049928277187,0.9500000000000003,0.39999999999999997
152,0.1982448057694674,0.14951532842139492,24.580456047225997,0.05,0.44999999999999996
153,0.19735049975680005,0.14951653330615688,24.238077182267165,0.1,0.44999999999999996
154,0.19634170508167115,0.14951751302796867,23.848316909657722,0.15000000000000002,0.44999999999999996
155,0.19520984882288345,0.14951820428977097,23.406423809368924,0.2,0.44999999999999996
156,0.19394908983975748,0.14951852427569912,22.90836507702475,0.25,0.44999999999999996
157,0.19255746870893925,0.1495183581924347,22.351306757963478,0.3,0.44999999999999996
158,0.19103810031748908,0.1495175338970257,21.73418095733768,0.35,0.44999999999999996
159,0.18940040649140163,0.14951576855758275,21.05836976417976,0.39999999999999997,0.44999999999999996
160,0.18766141831528407,0.1495125576512941,20.328558212161262,0.44999999999999996,0.44999999999999996
161,0.18584721211835858,0.14950695123283475,19.55383697786125,0.49999999999999994,0.44999999999999996
162,0.18399456683151288,0.14949712141733287,18.74916526517326,0.5499999999999999,0.44999999999999996
163,0.18215292394708088,0.14947956367214177,17.93732407196021,0.6,0.44999999999999996
164,0.1803866704071266,0.14944769052752843,17.151477883465528,0.65,0.44999999999999996
165,0.178777625937906,0.14938947309936568,16.43838410112212,0.7000000000000001,0.44999999999999996
166,0.1774273753231433,0.1492836729908325,15.862096974073747,0.7500000000000001,0.44999999999999996
167,0.17645867252051706,0.14909408835805887,15.507644805203027,0.8000000000000002,0.44999999999999996
168,0.1760142730167387,0.1487610766227871,15.483515016625876,0.8500000000000002,0.44999999999999996
169,0.17624933892500216,0.14818936032321686,15.920614949781694,0.9000000000000002,0.44999999999999996
170,0.17730771204419876,0.14723167143606017,16.96262405136745,0.9500000000000003,0.44999999999999996
171,0.1954017342410841,0.1495106349102827,23.485512812379415,0.05,0.49999999999999994
172,0.19452959279858767,0.14951133569943226,23.142112442381187,0.1,0.49999999999999994
173,0.19355354312554274,0.14951176592471466,22.754312057342034,0.15000000000000002,0.49999999999999994
174,0.1924669521748767,0.14951185031837438,22.318170143554322,0.2,0.49999999999999994
175,0.19126589133600475,0.1495114880220752,21.830553802495736,0.25,0.49999999999999994
176,0.18995018147870363,0.14951053645581114,21.289605889334936,0.3,0.49999999999999994
177,0.18852447975391895,0.14950878001990037,20.69529632700527,0.35,0.49999999999999994
178,0.18699941083847588,0.1495058675931556,20.050086295569137,0.39999999999999997,0.49999999999999994
179,0.18539277477380434,0.14950118812921243,19.359754816973226,0.44999999999999996,0.49999999999999994
180,0.18373089375088153,0.14949362872209088,18.634462789481958,0.49999999999999994,0.49999999999999994
181,0.18205017920210353,0.1494811198846869,17.89015504415406,0.5499999999999999,0.49999999999999994
182,0.18039899024703882,0.14945981437872535,17.150415213491648,0.6,0.49999999999999994
183,0.17883979288340596,0.14942266725760855,16.448870327744007,0.65,0.49999999999999994
184,0.1774514949559932,0.14935708982376394,15.832160297774035,0.7000000000000001,0.49999999999999994
185,0.17633160044031285,0.14924124835727415,15.363299610161828,0.7500000000000001,0.49999999999999994
186,0.1755974221096983,0.14903847178331336,15.124909014776525,0.8000000000000002,0.49999999999999994
187,0.17538471778074366,0.14868908287042742,15.221186456900796,0.8500000000000002,0.49999999999999994
188,0.175839876113314,0.14809873093218634,15.776367564801303,0.9000000000000002,0.49999999999999994
189,0.17709587180055264,0.14712292737574142,16.9246996669505,0.9500000000000003,0.49999999999999994
190,0.19243689028223415,0.14949755857819627,22.313461645042004,0.05,0.5499999999999999
191,0.19160521636240932,0.1494975350114084,21.976270871121212,0.1,0.5499999999999999
192,0.19068145394043806,0.14949715987215767,21.598479147922202,0.15000000000000002,0.5499999999999999
193,0.18966081068545107,0.1494963365717839,21.17700223283301,0.2,0.5499999999999999
194,0.18854112839700274,0.14949493373642897,20.709643032556755,0.25,0.5499999999999999
195,0.1873238251714544,0.14949276430013314,20.195541510373875,0.3,0.5499999999999999
196,0.18601487948363582,0.14948954690852856,19.635704776144255,0.35,0.5499999999999999
197,0.1846258631449908,0.1494848326829502,19.03364450864804,0.39999999999999997,0.5499999999999999
198,0.18317505642490378,0.14947786586917405,18.396167695214853,0.44999999999999996,0.5499999999999999
199,0.1816887045086148,0.14946732267374419,17.734389114620402,0.49999999999999994,0.5499999999999999
200,0.1802024887984221,0.1494508347492337,17.065055124509282,0.5499999999999999,0.5499999999999999
201,0.17876327281792959,0.14942414893175185,16.41227721091213,0.6,0.5499999999999999
202,0.17743112086127305,0.1493797022090826,15.809751139498719,0.65,0.5499999999999999
203,0.17628145850463917,0.14930430492350422,15.303454946411732,0.7000000000000001,0.5499999999999999
204,0.1754070222617633,0.14917553472609574,14.954639328248675,0.7500000000000001,0.5499999999999999
205,0.17491884823983989,0.14895634885468678,14.84259680783779,0.8000000000000002,0.5499999999999999
206,0.17494466713562296,0.14858728375152686,15.06612565884216,0.8500000000000002,0.5499999999999999
207,0.17562080056202883,0.14797539594513381,15.741532055669413,0.9000000000000002,0.5499999999999999
208,0.17706768833238612,0.14697981224847026,16.992301852066767,0.9500000000000003,0.5499999999999999
209,0.18948460746652995,0.14946590944921656,21.11976194392581,0.05,0.6
210,0.18871271656382474,0.14946475107013668,20.797732239954247,0.1,0.6
211,0.18786157081577426,0.1494631000130752,20.439768834017887,0.15000000000000002,0.6
212,0.18692808531307878,0.14946082468926572,20.043676455071243,0.2,0.6
213,0.18591169757288384,0.14945774563234684,19.6082077762997,0.25,0.6
214,0.18481520869586965,0.14945360869345084,19.133490285753247,0.3,0.6
215,0.18364566698905818,0.1494480378712641,18.62152790124453,0.35,0.6
216,0.1824153041286798,0.14944045008006715,18.076802385698652,0.39999999999999997,0.6
217,0.18114255685651892,0.14942989997192413,17.507016261073343,0.44999999999999996,0.6
218,0.17985322866610545,0.149414799746548,16.92403808667004,0.49999999999999994,0.6
219,0.1785818557573184,0.14939242331327757,16.345127740024967,0.5499999999999999,0.6
220,0.17737332487656934,0.14935805350490938,15.79452343871619,0.6,0.6
221,0.17628472987858,0.1493035651991675,15.305446307230566,0.65,0.6
222,0.17538733078209057,0.14921516080557845,14.92249745737316,0.7000000000000001,0.6
223,0.1747682663211678,0.14906989551789235,14.704254579060775,0.7500000000000001,0.6
224,0.17453127737047214,0.1488305458092474,14.725573518075269,0.8000000000000002,0.6
225,0.17479480157963412,0.14843824648084897,15.07856919118814,0.8500000000000002,0.6
226,0.17568349102256275,0.14780213209058188,15.870221367812027,0.9000000000000002,0.6
227,0.1773031829771117,0.1467860470608879,17.211837601450895,0.9500000000000003,0.6
228,0.18673709055131696,0.14939407813593492,19.997640696409942,0.05,0.65
229,0.18604433210571034,0.14939109080205992,19.701348000660428,0.1,0.65
230,0.1852858651474594,0.1493873786011799,19.374649284612055,0.15000000000000002,0.65
231,0.1844601415213245,0.14938275693989417,19.01624074021174,0.2,0.65
232,0.1835679829064109,0.14937697593774235,18.625800876234653,0.25,0.65
233,0.1826133222023224,0.14936968679194826,18.204386738850626,0.3,0.65
234,0.1816039876045843,0.14936038515559427,17.75489782702111,0.35,0.65
235,0.1805525413061153,0.14934831337718446,17.282630143668857,0.39999999999999997,0.65
236,0.17947720407917295,0.14933228985523145,16.79595711254987,0.44999999999999996,0.65
237,0.17840291402428565,0.1493104120015637,16.307189925587004,0.49999999999999994,0.65
238,0.1773625733541344,0.1492795465425174,15.833682541098728,0.5499999999999999,0.65
239,0.17639851807008455,0.14923447506771034,15.399246716790282,0.6,0.65
240,0.1755641861036319,0.14916650431940986,15.035914995009303,0.65,0.65
241,0.17492584251269233,0.1490612842591772,14.786013251094356,0.7000000000000001,0.65
242,0.17456401504898733,0.14889550902772536,14.704351302906673,0.7500000000000001,0.65
243,0.17457389934576456,0.14863210202742055,14.860066376224527,0.8000000000000002,0.65
244,0.17506307640445978,0.1482133686044926,15.337162096897305,0.8500000000000002,0.65
245,0.1761425436312153,0.14755144346105484,16.2317970325334,0.9000000000000002,0.65
246,0.17790099013456595,0.1465163377266759,17.641640096634877,0.9500000000000003,0.65
247,0.1844560549877203,0.14923900349172564,19.09238029531703,0.05,0.7000000000000001
248,0.18386041624473518,0.14923314262016582,18.833457647826304,0.1,0.7000000000000001
249,0.18321292537736458,0.1492262031530515,18.55039547799942,0.15000000000000002,0.7000000000000001
250,0.18251335631787277,0.1492179269348493,18.24273579465317,0.2,0.7000000000000001
251,0.18176365835277833,0.14920796919450496,17.91100017094024,0.25,0.7000000000000001
252,0.18096859789867992,0.14919585765881205,17.55704614435742,0.3,0.7000000000000001
253,0.18013644212785626,0.1491809264281482,17.184482681042752,0.35,0.7000000000000001
254,0.1792796969449494,0.1491622064489314,16.799164104603566,0.39999999999999997,0.7000000000000001
255,0.17841592741872528,0.14913824171498102,16.409793748420398,0.44999999999999996,0.7000000000000001
256,0.17756870145818734,0.14910678041746162,16.02868118480201,0.49999999999999994,0.7000000000000001
257,0.17676869919123261,0.14906426084974486,15.672705896600181,0.5499999999999999,0.7000000000000001
258,0.1760550096462426,0.14900497150435735,15.364537593243407,0.6,0.7000000000000001
259,0.17547657888363613,0.14891971430180498,15.134136276637703,0.65,0.7000000000000001
260,0.17509366224826634,0.14879374345574628,15.02048586728927,0.7000000000000001,0.7000000000000001
261,0.1749789331733273,0.14860369508617213,15.073379182755039,0.7500000000000001,0.7000000000000001
262,0.17521750222820118,0.1483131579700996,15.35482695276735,0.8000000000000002,0.7000000000000001
263,0.17590416286427205,0.1478664302263289,15.93920927248158,0.8500000000000002,0.7000000000000001
264,0.17713381940225778,0.1471798969211496,16.910335125267657,0.9000000000000002,0.7000000000000001
265,0.1789749329129435,0.1461316438820943,18.350775997678262,0.9500000000000003,0.7000000000000001
266,0.18297649926277468,0.1489199000636804,18.612553708432912,0.05,0.7500000000000001
267,0.1824926190060947,0.14890981992689364,18.402278000119825,0.1,0.7500000000000001
268,0.18197051434750378,0.14889817238694214,18.174560905732427,0.15000000000000002,0.7500000000000001
269,0.181411012218346,0.14888460738832346,17.929674958692036,0.2,0.7500000000000001
270,0.18081687564499152,0.14886866483775618,17.668821393618785,0.25,0.7500000000000001
271,0.18019334458561145,0.14884972698848806,17.39443688622571,0.3,0.7500000000000001
272,0.1795487159797709,0.14882694413676817,17.11054945470289,0.35,0.7500000000000001
273,0.17889497476460342,0.1487991160556909,16.82319961671017,0.39999999999999997,0.7500000000000001
274,0.17824849946049032,0.14876450011512093,16.54095234159582,0.44999999999999996,0.7500000000000001
275,0.1776308744126743,0.14872049941314663,16.275534923260423,0.49999999999999994,0.7500000000000001
276,0.17706983885163488,0.14866315870533486,16.042641892333627,0.5499999999999999,0.7500000000000001
277,0.1766003805666461,0.14858636150732804,15.862943765710641,0.6,0.7500000000000001
278,0.17626592630143664,0.14848057946632615,15.76331138872189,0.65,0.7500000000000001
279,0.17611947388110372,0.14833097851585136,15.778207118658585,0.7000000000000001,0.7500000000000001
280,0.1762243133409343,0.1481146388167457,15.951076211490703,0.7500000000000001,0.7500000000000001
281,0.17665357896435607,0.14779658997678813,16.33535485482041,0.8000000000000002,0.7500000000000001
282,0.17748692252758383,0.14732427486409852,16.994293007022886,0.8500000000000002,0.7500000000000001
283,0.17880023871396927,0.1466200153902557,17.99786373618493,0.9000000000000002,0.7500000000000001
284,0.18063814789678095,0.14557252090203915,19.412082886710493,0.9500000000000003,0.7500000000000001
285,0.18267953274218557,0.14829340757734522,18.823195269154354,0.05,0.8000000000000002
286,0.1823159322248401,0.1482777831158281,18.66987086297793,0.1,0.8000000000000002
287,0.1819267905148354,0.1482600004148061,18.505680227060292,0.15000000000000002,0.8000000000000002
288,0.18151364969805103,0.1482396105434305,18.33142532805224,0.2,0.8000000000000002
289,0.1810796988032539,0.14821603298004335,18.148730111881545,0.25,0.8000000000000002
290,0.1806302105006497,0.14818850325614039,17.960288677398527,0.3,0.8000000000000002
291,0.18017301186138293,0.1481559937995383,17.770151995059663,0.35,0.8000000000000002
292,0.1797189988862642,0.14811709176150625,17.584065858700516,0.39999999999999997,0.8000000000000002
293,0.1792827126374949,0.14806980771426104,17.409879884150108,0.44999999999999996,0.8000000000000002
294,0.1788829992783319,0.14801127420827015,17.258054255914548,0.49999999999999994,0.8000000000000002
295,0.17854377110708272,0.14793727198943202,17.14229453532393,0.5499999999999999,0.8000000000000002
296,0.17829486200468866,0.14784149362962984,17.08033985536722,0.6,0.8000000000000002
297,0.1781729165622061,0.1477144204325638,17.09490797890611,0.65,0.8000000000000002
298,0.17822214844183215,0.14754165159763105,17.21474974487503,0.7000000000000001,0.8000000000000002
299,0.17849460719641796,0.1473014869992082,17.47566533642354,0.7500000000000001,0.8000000000000002
300,0.17904918306691903,0.1469615211330662,17.921144003131342,0.8000000000000002,0.8000000000000002
301,0.17994762474233325,0.14647394706236355,18.601900262868494,0.8500000000000002,0.8000000000000002
302,0.18124348746363098,0.1457693410885894,19.57264609695835,0.9000000000000002,0.8000000000000002
303,0.1829533595358148,0.14475059754132918,20.88114811961519,0.9500000000000003,0.8000000000000002
304,0.18386239499368845,0.14712047582641205,19.983378965849795,0.05,0.8500000000000002
305,0.1836178499236168,0.14709886368264247,19.888581777951252,0.1,0.8500000000000002
306,0.1833585782959456,0.14707452985140956,19.788574268923824,0.15000000000000002,0.8500000000000002
307,0.1830864144518498,0.14704694640093308,19.68440321408709,0.2,0.8500000000000002
308,0.1828044933614728,0.14701544114956022,19.577774897001166,0.25,0.8500000000000002
309,0.18251757789226963,0.14697914467406034,19.47123867663077,0.3,0.8500000000000002
310,0.18223241185339126,0.14693691239888101,19.368398352158124,0.35,0.8500000000000002
311,0.18195810525328734,0.1468872078547837,19.274160582011245,0.39999999999999997,0.8500000000000002
312,0.18170656272181682,0.1468279252475882,19.19503453908045,0.44999999999999996,0.8500000000000002
313,0.1814929667670089,0.14675611775228964,19.139501454793344,0.49999999999999994,0.8500000000000002
314,0.18133631936264713,0.14666758158412663,19.118474390774363,0.5499999999999999,0.8500000000000002
315,0.18126002063690014,0.14655622465357207,19.145863418412972,0.6,0.8500000000000002
316,0.18129241069937904,0.14641312348530694,19.2392428781309,0.65,0.8500000000000002
317,0.1814670997874191,0.14622514552018867,19.42057502903549,0.7000000000000001,0.8500000000000002
318,0.1818227166788213,0.14597298845694423,19.716858749395666,0.7500000000000001,0.8500000000000002
319,0.18240129181623893,0.14562846461934295,20.160398443856934,0.8000000000000002,0.8500000000000002
320,0.1832435248223366,0.14515085617634207,20.788002568127414,0.8500000000000002,0.8500000000000002
321,0.18437672522137402,0.14448243398409066,21.6373792241856,0.9000000000000002,0.8500000000000002
322,0.18578369931727134,0.14354582228170137,22.734974699496327,0.9500000000000003,0.8500000000000002
323,0.18620300280172314,0.14509245678477958,22.078347501581277,0.05,0.9000000000000002
324,0.18606233704473488,0.14506736968244252,22.032920801395694,0.1,0.9000000000000002
325,0.18591476539161675,0.1450393558515708,21.98610177838468,0.15000000000000002,0.9000000000000002
326,0.1857618930439576,0.14500788413817228,21.93884237395316,0.2,0.9000000000000002
327,0.1856062135916364,0.1449722878148432,21.89254604708137,0.25,0.9000000000000002
328,0.18545131947432394,0.1449317183857912,21.849184574900132,0.3,0.9000000000000002
329,0.18530212633025758,0.14488507933220565,21.81143184834157,0.35,0.9000000000000002
330,0.1851651132601671,0.14483092943280892,21.782820271703365,0.39999999999999997,0.9000000000000002
331,0.18504858208241046,0.14476733976787984,21.767928109058175,0.44999999999999996,0.9000000000000002
332,0.18496293584748116,0.14469168056051676,21.772608172791834,0.49999999999999994,0.9000000000000002
333,0.18492096591126864,0.14460030322625078,21.804267832110007,0.5499999999999999,0.9000000000000002
334,0.18493811085530032,0.1444880695685755,21.872204219915407,0.6,0.9000000000000002
335,0.18503259803092675,0.1443476653258741,21.987981111443126,0.65,0.9000000000000002
